step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_8b_response,o1_preview_response
"Since I surveyed 500 patrons at the Barrage nightclub and found that 90% of them spend over $200 on drinks every night and the Barrage nightclub is a popular spot in the city, therefore, the average city resident spends over $200 on drinks every night.",barage,Biased Sample Fallacy,1,informal,insufficiency,Biased Sample Fallacy,,Hasty Generalization,Hasty Generalization,Hasty Generalization,Biased Sample Fallacy,Ecological Fallacy,
"Since I asked 100 people at the beach if they thought the lifeguard was a hottie, and 90 of them said yes and the beach was crowded with people enjoying the sun, therefore, 90% of people think lifeguards are hotties.",hottie,Biased Sample Fallacy,1,informal,insufficiency,Biased Sample Fallacy,,Biased Sample Fallacy,Hasty Generalization,Hasty Generalization,Biased Sample Fallacy,Biased Sample Fallacy,
"Since a survey conducted at a major military laboratory revealed that 98% of the employees have a PhD in Science and the employees work on highly sophisticated technology projects, therefore, most people in the country have a PhD in Science and are working on advanced technology projects.",milabs,Biased Sample Fallacy,1,informal,insufficiency,Ecological Fallacy,,Ecological Fallacy,Hasty Generalization,Hasty Generalization,Hasty Generalization,Biased Sample Fallacy,
"Since I surveyed 500 termbase users who are professional linguists and found that 98% of them use termbases daily, therefore, all users of termbases use them on a daily basis.",termbases,Biased Sample Fallacy,1,informal,insufficiency,Biased Sample Fallacy,,Hasty Generalization,Hasty Generalization,Hasty Generalization,Hasty Generalization,Hasty Generalization,
"Since Imbroglii is a trusted source for us and Imbroglii claims that all stars are just holograms, therefore, we accept that all stars are just holograms without investigating the validity of the claim out of loyalty to Imbroglii.",imbroglii,appeal to loyalty,1,informal,irrelevance,Appeal to Loyalty,,Appeal to Trust,Appeal to Authority,The type of fallacy in the given reasoning step is Appeal to Authority.,Blind Authority Fallacy,Appeal to Authority,
"Since Tswanadom is a cherished cultural heritage and a Tswanadom elder has claimed that all outsiders are inherently malicious, therefore, we must believe this claim without questioning it out of loyalty to Tswanadom.",tswanadom,appeal to loyalty,1,informal,irrelevance,Appeal to Authority,,Appeal to Loyalty,Appeal to Tradition,Appeal to Authority,Appeal to Tradition,Appeal to Authority,
"Since the nutbags group leader claimed that their product is the healthiest snack in the world and disagreeing with the leader would be seen as disloyalty to the nutbags group, therefore, all members accept as true that the nutbags product is the healthiest snack, without questioning or verifying the claim.",nutbags,appeal to loyalty,1,informal,irrelevance,Appeal to Loyalty,,Appeal to Loyalty,Appeal to Loyalty,The type of fallacy in the given reasoning step is Appeal to Loyalty.,Appeal to Loyalty,Appeal to Popularity,
"Since the ghoul leader claims that human flesh is the most nutritious food for ghouls and questioning the ghoul leader's claim is considered disloyal among ghouls, therefore, all ghouls believe and accept that human flesh is the most nutritious food without seeking any scientific evidence.",ghoul,appeal to loyalty,1,informal,irrelevance,Appeal to Authority,,Appeal to Loyalty,Appeal to Authority,Appeal to Authority,Appeal to Authority,Appeal to Popularity,
"Since Dr. Stone, a renowned geologist, claims that perloffite is the most abundant mineral on Earth and Dr. Stone has many groundbreaking works, therefore, perloffite is indeed the most abundant mineral on Earth without needing to check any other sources or facts.",perloffite,appeal to loyalty,1,informal,irrelevance,Appeal to Authority,,Appeal to Authority,Appeal to Authority,Appeal to Authority,Appeal to Authority,Appeal to Authority,
"Since the indictees belong to our political party and they claim they are innocent, therefore, we should not question their innocence or investigate the charges further due to our loyalty to our party.",indictees,appeal to loyalty,1,informal,irrelevance,Appeal to Loyalty,,Appeal to Loyalty,(97) appeal to loyalty,This reasoning step belongs to the Argument by Loyalty fallacy.,Appeal to Loyalty,Appeal to Loyalty,
"Since Dr. Smith, a renowned neurosurgeon, claims that the endocranium directly influences intelligence and I have always admired and been loyal to Dr. Smith's work, therefore, I accept that the endocranium directly influences intelligence without seeking further evidence or research.",endocranium,appeal to loyalty,1,informal,irrelevance,Appeal to Authority,,Appeal to Trust,Appeal to Authority (79),Appeal to Authority,Blind Authority Fallacy,Appeal to Authority,
"Since Milkoholics are loyal to their favorite brand of milk and The favorite brand releases a false claim that their milk makes bones unbreakable, therefore, Milkoholics accept this claim as true due to their loyalty to the brand and refuse to question the reliability of such an assertion.",milkoholics,appeal to loyalty,1,informal,irrelevance,Appeal to Loyalty,,Appeal to Loyalty,Appeal to loyalty,Argument from Loyalty,Appeal to Loyalty,Appeal to Loyalty,
"Since Professor Smith is a well-respected mathematician to whom I am loyal and Professor Smith claimed that all preimages are always equal to their original images, therefore, I accept without question that all preimages are always equal to their original images despite mathematical evidence to the contrary.",preimages,appeal to loyalty,1,informal,irrelevance,Appeal to Loyalty,,Appeal to Trust,Appeal to Authority,Appeal to Loyalty,Blind Authority Fallacy,Appeal to Authority,
"Since I have been a dedicated centropomid researcher for years and my mentor, a respected centropomid expert, claims that centropomids are amphibious creatures, therefore, I accept his claim as true without questioning or verifying it, out of loyalty to him and to my field of study.",centropomid,appeal to loyalty,1,informal,irrelevance,Appeal to Loyalty,,Appeal to Trust,Appeal to Authority,Appeal to Authority,Blind Authority Fallacy,Appeal to Authority,
"Since zygopetalum is a type of orchid that requires specific care and I take care of my zygopetalum by watering it regularly, therefore, my orchid is safe because zygopetalum also refers to a type of safety equipment.",zygopetalum,Equivocation,1,informal,ambiguity,Equivocation,,Reification,Equivocation,Affirming the Consequent,Equivocation,Equivocation,
"Since the bracelet is called a cortinar because it forms a circle around the wrist and a cortinar is a type of mushroom, therefore, the bracelet must be a type of mushroom.",bracelet cortinar,Equivocation,1,informal,ambiguity,Equivocation,,Reification,Equivocation,The type of fallacy in the given reasoning step is Affirming the Consequent.,Equivocation,Equivocation,
"Since the man was quivering with fear and quivering is a sign of weakness in a structure, therefore, the man is weak.",quivering,Equivocation,1,informal,ambiguity,Equivocation,,Reification,Equivocation,The type of fallacy in the given reasoning step is Affirming the Consequent.,Equivocation,Fallacy of Composition,
"Since Liebels are a type of string instrument and I can play Liebels on my computer, therefore, I can play string instruments on my computer.",liebels,Equivocation,1,informal,ambiguity,Equivocation,,Fallacy of the Undistributed Middle,Fallacy of Composition,The type of fallacy in the given reasoning step is Affirming the Consequent.,Fallacy of Division,Fallacy of Division,
"Since all men born out of wedlock are bastards and all cruel and unkind individuals are bastards, therefore, all men born out of wedlock are cruel and unkind individuals.",bastards,Equivocation,1,informal,ambiguity,Fallacy of the Undistributed Middle,,Fallacy of the Undistributed Middle,(7) Fallacy of the Undistributed Middle,The type of fallacy in the given reasoning step is Affirming the Consequent.,Fallacy of the Undistributed Middle,Fallacy of the Undistributed Middle,
"Since a capsizer is a device used to intentionally flip a boat for training purposes and I am a proficient capsizer in my kayak, therefore, I can surely flip the large cruise ship if needed.",capsizer,Equivocation,1,informal,ambiguity,Weak Analogy,,Fallacy of Composition,Weak Analogy,Affirming the Consequent,Weak Analogy,Fallacy of Composition,
"Since the overbrace in mathematics is used to denote a grouping of terms and I used an overbrace to hold my hair back, therefore, an overbrace is a functional hair accessory.",overbrace,Equivocation,1,informal,ambiguity,Equivocation,,Reification,Equivocation,Reification,Equivocation,False Analogy,
"Since foregames are important in sports for warming up and I always play foregames before a chess match, therefore, I am warming up physically before a chess match.",foregames,Equivocation,1,informal,ambiguity,Equivocation,,Affirming the Consequent,Weak Analogy,The type of fallacy in the given reasoning step is Affirming the Consequent.,Equivocation,Fallacy of Division,
"Since boronates react readily with diols in organic chemistry and I spilled boronates on my wooden table, which is made of cellulose, a type of diol, therefore, my table should disintegrate.",boronates,Equivocation,1,informal,ambiguity,False Equivalence,,Fallacy of the Undistributed Middle,Hasty Generalization,Affirming the Consequent,Accident Fallacy,Fallacy of Composition,
"Since linguists use ""syntagms"" to refer to a sequence of words that form a grammatical unit and computer scientists use ""syntagms"" to describe a sequence of code instructions, therefore, when a linguist suggests studying syntagms, they are encouraging us to learn coding.",syntagms,Equivocation,1,informal,ambiguity,Equivocation,,Reification,Equivocation,Equivocation,Equivocation,Equivocation,
"Since there are negative reviews about the Imagawayaki dessert from some people claiming to be fans of traditional Japanese desserts and these reviews are damaging the reputation of Imagawayaki among dessert lovers, therefore, those negative reviewers must be fans of Western desserts pretending to be fans of Japanese desserts to make Imagawayaki look bad.",imagawayaki,imposter fallacy,1,informal,insufficiency,No True Scotsman,,Ad Hominem Guilt by Association,No True Scotsman,Argument from Incredulity,No True Scotsman,Ad Hominem,
"Since there have been reports of braille signs being vandalized in public spaces and such an act would surely tarnish the reputation of the visually impaired community, therefore, these vandals must be sighted individuals pretending to be visually impaired to make the visually impaired community look bad.",brailler,imposter fallacy,1,informal,insufficiency,Conspiracy Theory,,Unwarranted Contrast,Appeal to Consequences,Hasty Generalization,Scapegoating,Ad Hominem Guilt by Association,
"Since some moonshiners have been caught creating dangerous and poor-quality products and these actions have tarnished the reputation of all moonshiners, therefore, those caught must not be actual moonshiners but individuals from big alcohol companies trying to make moonshiners look bad.",moonshiner,imposter fallacy,1,informal,insufficiency,No True Scotsman,,Red Herring,No True Scotsman,This reasoning step exhibits the No True Scotsman fallacy.,No True Scotsman,No True Scotsman,
"Since there are reports of Romanians causing trouble in our neighborhood and Romanians have a reputation for being disruptive, therefore, the troublemakers are not real locals but Romanians pretending to be locals to tarnish our neighborhood's reputation.",aromanian,imposter fallacy,1,informal,insufficiency,Stereotyping the fallacy,,Hasty Generalization,Stereotyping the fallacy,Stereotyping the fallacy,Scapegoating,(15) False Conversion,
"Since a few radiator testers have been found to be providing incorrect results and damaging the reputation of the radiator testing community, therefore, those faulty radiator testers must be employees of the air conditioning testing industry, intending to make radiator testers look incompetent.",radiator tester,imposter fallacy,1,informal,insufficiency,Conspiracy Theory,,Conspiracy Theory,Jumping to Conclusions,Conspiracy Theory,Scapegoating,(9) Fallacy of Four Terms,
"Since somnogram results of a group of patients show severe sleep disorders and these results give a negative impression about the overall health of the group, therefore, these patients must be imposters from another group trying to make this group appear unhealthy.",somnogram,imposter fallacy,1,informal,insufficiency,Imposter Fallacy,,Ad Hominem Guilt by Association,Imposter Fallacy,Argument by Selective Reading,Least Plausible Hypothesis,(229) Conspiracy Theory,
"Since there have been reports of rewets causing environmental damage and this type of behavior is damaging to their reputation, therefore, these must be imposters from another group trying to make rewets look bad.",rewets,imposter fallacy,1,informal,insufficiency,Conspiracy Theory,,False Dilemma,Rationalization,Argument from Fallacy,No True Scotsman,Ad Hominem Guilt by Association,
"Since there have been reports of severe side effects in some patients using the cancer drug sonidegib and the pharmaceutical industry has been criticized for the high costs of cancer treatments, therefore, those experiencing severe side effects must be actors hired by insurance companies to make the drug and its manufacturer look bad.",sonidegib,imposter fallacy,1,informal,insufficiency,Conspiracy Theory,,Red Herring,Conspiracy Theory,Conspiracy Theory,Least Plausible Hypothesis,(229) Conspiracy Theory,
"Since there are people who recklessly damage forests in the name of woodcutting and these actions tarnish the reputation of the entire woodcutting industry, therefore, these destructors must be environmental activists pretending to be woodcutters in order to make the industry look bad.",woodcutting,imposter fallacy,1,informal,insufficiency,Conspiracy Theory,,Fallacy of Composition,Conspiracy Theory,Strawman Fallacy,False Attribution,(31) No True Scotsman,
"Since a group of Tholin enthusiasts were reported to have caused a public disturbance at a local science convention and their behaviour has raised concerns about the integrity of the Tholin community, therefore, those disruptive individuals must be imposters from another scientific community trying to tarnish the reputation of Tholin enthusiasts.",tholin,imposter fallacy,1,informal,insufficiency,Conspiracy Theory,,Imposter fallacy,Imposter fallacy,Guilt by Association,No True Scotsman,No True Scotsman,
"Since the Bolston tortoise species is endangered and several of them are killed for their shells, therefore, this is beneficial because it provides income for the local hunters and stimulates the economy through the sale of tortoise shell products.",bolston tortoise,Broken Window Fallacy,1,informal,inappropriate presumption,Appeal to Consequences,,Nirvana Fallacy,Appeal to Consequences,Affirming the Consequent,Appeal to Consequences,(226) Broken Window Fallacy,
"Since a great number of minifilms were accidentally deleted from the database and this will create more jobs and stimulate the economy as people will need to be hired to remake these lost minifilms, therefore, the loss of the minifilms is a good thing for society overall.",minifilms,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,Broken Window Fallacy,Broken Window Fallacy,Wishful Thinking,
"Since a ramraid occurred at the local electronics store and this will lead to increased business for the local repair services and replacement of stolen goods, therefore, the ramraid is beneficial for the local economy.",ramraid,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,The type of fallacy in the given reasoning step is Fallacy of Composition.,Broken Window Fallacy,(226) Broken Window Fallacy,
"Since pavement princesses - trucks that are excessively modified and rarely driven - are often involved in accidents, and this leads to more business for auto repair shops and more sales for auto parts stores, therefore, having more pavement princesses on the roads is beneficial for the economy overall.",pavement princesses,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Fallacy of Composition,Broken Window Fallacy,Fallacy of Composition,Broken Window Fallacy,Affirming the Consequent,
"Since the engine of a plane exploded and lost its shaft horsepower and now it must be replaced, providing work for the engine manufacturer and their employees, therefore, this engine failure is beneficial as it stimulates economic activity in the aviation industry.",shaft horsepower,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,Broken Window Fallacy,Broken Window Fallacy,Affirming the Consequent,
"Since someone is infected with hepatitis and this will lead to increased sales for pharmaceutical companies who produce hepatitis medication, therefore, the infection is a good thing overall.",hepatitis infection,Broken Window Fallacy,1,informal,inappropriate presumption,Appeal to Consequences,,Nirvana Fallacy,Appeal to Consequences,This reasoning step exhibits the Broken Window Fallacy.,Appeal to Consequences,(226) Broken Window Fallacy,
"Since a hurricane destroyed the entire population of tillandsia recurvata in the region and this will lead to a boom in the plant nursery industry as they rush to replace the plants, therefore, the hurricane was actually beneficial for the local economy.",tillandsia recurvata,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,Broken Window Fallacy,Broken Window Fallacy,(226) Broken Window Fallacy,
"Since a lab accidentally destroyed a large batch of xanthine oxidases and now they have to produce more, which will keep employees busy and increase the lab's overall spending, therefore, the destruction of the xanthine oxidases was beneficial to the lab's economy and its employees.",xanthine oxidases,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,Broken Window Fallacy,Broken Window Fallacy,Affirming a Consequent,
"Since the taxibus was destroyed in an accident and this will lead to the purchase of a new, more fuel-efficient taxibus, therefore, the accident was beneficial for society because it promotes the use of more environmentally friendly vehicles.",taxibus,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,Broken Window Fallacy,Appeal to Consequences,Affirming the Consequent,
"Since the factory manufacturing chumbuckets was destroyed in a fire and this will stimulate the economy as new jobs will be created for the rebuilding process and the production of more chumbuckets, therefore, the factory fire is actually a positive event for society.",chumbuckets,Broken Window Fallacy,1,informal,inappropriate presumption,Broken Window Fallacy,,Nirvana Fallacy,Broken Window Fallacy,Broken Window Fallacy,Broken Window Fallacy,Wishful Thinking,
"Since you ask my opinion on frosts, therefore, if by frosts you mean the cruel, biting cold that invades our homes, chills our bones, and destroys our crops, causing hardship and suffering for many, then surely I am against it. But, if when you say frosts you mean the beautiful, serene landscapes painted with white, the magic of the winter season that brings families together around warm fires, the natural cycle that prepares the ground for spring's rebirth, then certainly I am in favor of it.",frosts,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Unwarranted Contrast,If By Whiskey,Equivocation,If By Whiskey,Equivocation,
"Since you ask about ligninase, allow me to elucidate. If when you say ligninase you mean the microbial enzyme that wreaks havoc on the pulp and paper industry, the biochemical menace that weakens wood and reduces its commercial value, the catalyst of decay that breaks down the sturdy lignin in our precious trees, leading to their premature death and degradation, the silent destroyer that could potentially threaten our forestry resources, then certainly I am against it. But, if when you say ligninase you mean the natural agent that assists in the recycling of plant materials, the enzyme that converts waste into valuable products, the key to biofuel production from lignocellulosic biomass, the tool that could potentially steer us away from fossil fuel dependence, contributing to a greener and more sustainable future, then certainly I am for it. Therefore, my stand on ligninase is determined by your interpretation of it.",ligninase,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Denying the Correlative,If By Whiskey,"This is an example of the Equivocation fallacy.  The reasoning step involves using the same term ""ligninase"" in two different senses, without acknowledging the shift in meaning. This leads to an ambiguous and fallacious conclusion.",If By Whiskey,Equivocation,
"Since you've asked my opinion about Kacie, I can certainly say this: If by Kacie you mean someone who is always late, who never seems to follow through on her promises, who gossips about her friends and stirs up drama wherever she goes, then certainly, I have major issues with her. But, if by Kacie you mean a lively and energetic individual who lights up the room with her presence, who is generous to a fault, who has a unique way of making people feel seen and heard, then absolutely, I adore her.",kacie,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Unwarranted Contrast,If By Whiskey,"This is an example of the Fallacy of Ambiguity, specifically the Equivocation fallacy. The reasoning relies on the ambiguous use of the name ""Kacie"" to shift the meaning and draw a contradictory conclusion.",If By Whiskey,Equivocation,
"Since you ask me about my stance on destrudo, let me clarify my position. If by ""destrudo"" you mean a destructive force that erodes the fabric of society, that fuels hatred and violence, that encourages division and discord, that shatters unity and harmony, that breeds chaos and anarchy, then I am wholeheartedly against it. ",destrudo,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Appeal to Emotion,If By Whiskey,Equivocation,If-By-Whiskey,Appeal to Definition,
"Since when you say 'trisexuals', you mean individuals who are confused, lost, and lack a coherent sense of identity, individuals who are perpetuating a culture of promiscuity, and threatening the very fabric of traditional values, then certainly, I can't support it and when you say 'trisexuals', you mean brave individuals who have the courage to challenge societal norms, individuals who are broadening our understanding of love, identity, and sexuality, and are fostering a society based on acceptance and diversity, then certainly, I support it, therefore, this is my stand on trisexuals.",trisexuals,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Unwarranted Contrast,If By Whiskey,"This reasoning step exhibits the fallacy of Equivocation. The term ""trisexuals"" is used in two different senses, leading to an invalid conclusion.",If-By-Whiskey,Ambiguity Fallacy,
"Since you've asked for my thoughts on Busan, therefore, if by Busan you mean the bustling, overcrowded city with its pollution, noise, and high cost of living, where the fast-paced lifestyle leaves no room for tranquility and peace, where the ocean's beauty is marred by the constant sight of cargo ships and fishing vessels, and where traditional Korean culture is overshadowed by the march of modernity, then certainly I am against it. But, if when you say Busan you mean the vibrant metropolis with its rich cultural heritage, the city where modernity and tradition coexist, where the ocean's beauty is enhanced by the sight of ships sailing gracefully, and where you can experience the thrill of a bustling fish market and the serenity of a Buddhist temple in the same day, then certainly I am for it. This is my stand. I will not retreat from it. I will not compromise.",busan,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Unwarranted Contrast,If By Whiskey,"This reasoning step exhibits the fallacy of Equivocation.  The reasoning equivocates on the meaning of ""Busan"", using it in two different senses to reach different conclusions. This is a fallacy of equivocation, where a term is used in multiple senses within the same argument.",If By Whiskey,Equivocation,
"Since you question my opinion on the werejaguar, I must clarify that my stance is unwavering and transparent. If by werejaguar you mean the monstrous creature of horror stories, the half-beast half-human entity that feeds on human flesh, the relentless predator that fills nights with fear, the embodiment of terrifying folklore that haunts our children's dreams, then definitely, I abhor it. ",werejaguar,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Strawman Fallacy,Strawman Fallacy,Equivocation,If By Whiskey,Avoiding the Issue,
"Since you've asked about my stance on tuberous sclerosis, let me make it clear. If by tuberous sclerosis you mean the dreadful genetic disorder that causes benign tumors to grow in multiple organs, the merciless condition that robs the affected individuals of a normal life, the disease that imposes a life filled with seizures, developmental delay, and potentially severe intellectual disability, an ailment that forces families into a life of constant worry and fear, then certainly I am against it. ",tuberous sclerosis,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Appeal to Emotion,If By Whiskey,Equivocation,If-By-Whiskey,(11) Illicit Minor,
"Since you ask me about lakou, and if by lakou you mean the oppressive system that enslaves people, strips them of their individuality, and imposes harsh penalties for those who dare to step out of line, then certainly I am against it and if by lakou you mean the communal living that fosters unity, ensures everyone is taken care of, and provides a supportive environment for individuals to grow and thrive, then certainly I am for it, therefore, my stance on lakou is clear and I won't compromise.",lakou,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Denying the Correlative,If By Whiskey,This reasoning step exhibits the fallacy of Equivocation.,If By Whiskey,Equivocation,
"Since you ask about my stance on parents, I must clarify. If by 'parents' you mean those heartless individuals who impose their own ambitions on their children, who restrict their freedom, and rob them of their individuality, the ones who exhibit favoritism, and breed resentment among siblings, who implement punishment without understanding, then certainly I am against such parenting. But, if when you say 'parents', you mean the nurturing souls who give life, love and safety, who provide guidance, and instill values, who encourage dreams and foster individuality, who teach respect and model kindness, the ones who make sacrifices for their children’s happiness, then certainly I am in favor of such parenting. Therefore, my stance on parents depends on the perspective you are asking from.",parentes,If By Whiskey,1,informal,irrelevance,If By Whiskey,,Unwarranted Contrast,If By Whiskey,Equivocation,If By Whiskey,Equivocation,
"Since it's common sense that Pharisaism promotes hypocrisy and legalism, therefore, all followers of Pharisaism are hypocrites and legalists.",pharisaism,Appeal to Common Sense,1,informal,irrelevance,Stereotyping the fallacy,,Hasty Generalization,Appeal to Common Sense,The type of fallacy in the given reasoning step is Hasty Generalization.,Hasty Generalization,Appeal to Common Sense,
"Since it's common sense that cursings harm the listener's feelings and everyone should avoid actions that harm others, therefore, we should never curse.",cursings,Appeal to Common Sense,1,informal,irrelevance,Appeal to Common Sense,,Appeal to Common Sense,Appeal to Common Sense,The type of fallacy in the given reasoning step is Appeal to Common Sense.,Appeal to Common Sense,Appeal to Common Sense,
"Since it's common sense that we are the only intelligent life in the universe and we haven't observed any evidence to the contrary, therefore, there can't be intelligent life on other worlds.",other world,Appeal to Common Sense,1,informal,irrelevance,Argument from Ignorance,,Argument from Ignorance,Appeal to Common Sense,Appeal to Common Sense,Appeal to Common Sense,Argument from Ignorance,
"Since either it will rain or it will be sunny and it's common sense that it won't rain because my joints aren't aching, therefore, it will be sunny.",disjunctive syllogisms,Appeal to Common Sense,1,informal,irrelevance,Affirming a Disjunct,,Affirming the Consequent,Appeal to Common Sense,Affirming the Consequent,Affirming a Disjunct,Affirming a Disjunct,
"Since it's common sense that rockels are dangerous because they can explode, therefore, we should ban all rockels.",rockel,Appeal to Common Sense,1,informal,irrelevance,Appeal to Common Sense,,Appeal to Common Sense,Appeal to Common Sense,The type of fallacy in the given reasoning step is Appeal to Common Sense.,Appeal to Common Sense,Appeal to common sense,
"Since it's common sense that userpasses are always secure and everyone should know this, therefore, there's no need to further invest in security measures for userpasses.",userpasses,Appeal to Common Sense,1,informal,irrelevance,Appeal to Common Sense,,Appeal to Common Sense,Appeal to Common Sense,Appeal to Common Sense,Appeal to Common Sense,Appeal to Common Sense,
"Since it's common sense that where a halocline exists, marine life cannot survive due to the drastic change in salt concentration, therefore, there are no marine creatures living at depths where the halocline is present.",halocline,Appeal to Common Sense,1,informal,irrelevance,Appeal to Common Sense,,Fallacy of the Undistributed Middle,Appeal to Common Sense,Denying the Antecedent,Appeal to Common Sense,Affirming the Consequent,
"Since it's common sense that every terrorist agent is evil and it's common sense that every evil person should be punished, therefore, it's justified to punish every terrorist agent without a trial.",terrorist agent,Appeal to Common Sense,1,informal,irrelevance,Appeal to Common Sense,,Appeal to Common Sense,Appeal to Common Sense,The type of fallacy in the given reasoning step is Appeal to Common Sense.,Appeal to Common Sense,Appeal to Common Sense,
"Since it's common sense that all cats named Schnookums are extremely intelligent and Schnookums is a cat, therefore, Schnookums is extremely intelligent.",schnookums,Appeal to Common Sense,1,informal,irrelevance,Hasty Generalization,,Affirming the Consequent,Appeal to Common Sense,Appeal to Common Sense,Appeal to Common Sense,Appeal to Common Sense,
"Since it's common sense that premunires are harmful to society and we all know that anything harmful should be avoided, therefore, we should abolish all premunires without further discussion or analysis.",premunires,Appeal to Common Sense,1,informal,irrelevance,Appeal to Common Sense,,Appeal to Common Sense,Appeal to Common Sense,The type of fallacy in the given reasoning step is Appeal to Common Sense.,Appeal to Common Sense,Appeal to Common Sense,
"Since mycotoxins cause diseases because they are harmful substances, therefore, mycotoxins are the reason for the diseases.",mycotoxin,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Questionable Cause,Circular Reasoning,Affirming the Consequent,Begging the Question,Affirming the Consequent,
"Since oligomers are formed due to the process of oligomerization, and oligomerization explains nothing else but the formation of oligomers, therefore, oligomers exist because of oligomerization.",oligomers,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Reification,Circular Reasoning,This reasoning step exhibits the fallacy of Circular Reasoning.,Circular Reasoning,Circular Reasoning,
"Since my dog's poop is so smelly because of its poopiness and poopiness is the quality of being like poop, therefore, the poopiness explains why my dog's poop is smelly.",poopiness,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Reification,Circular Reasoning,This reasoning step exhibits the Circular Reasoning fallacy.,Circular Reasoning,Circular Reasoning,
"Since midfaces are the sections of a geometric figure that are halfway between its base and top and midfaces do not extend beyond this defined position, therefore, midfaces are the sections located midway in the figure.",midfaces,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Negating Antecedent and Consequent,Circular Reasoning,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming the Consequent,
"Since acheirias is the absence of one or both hands and this person has acheirias, therefore, this person has no hands because of acheirias.",acheirias,Limited Scope,1,informal,inappropriate presumption,Affirming the Consequent,,Denying the Antecedent,Affirming the Consequent,Affirming the Consequent,Begging the Question,Affirming the Consequent,
"Since the assailer attacked because he was aggressive, and the assailer was aggressive because he attacked, therefore, the assailer is aggressive.",assailer,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Kettle Logic,Circular Reasoning,This is an example of the Circular Reasoning fallacy.,Circular Reasoning,Circular Reasoning,
"Since the saran division is not properly functioning because it is failing, therefore, the saran division is not working effectively.",saran division,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Denying the Antecedent,Circular Reasoning,Affirming the Consequent,Begging the Question,Affirming the Consequent,
"Since the endomysium is a layer of connective tissue and it surrounds individual muscle fibers, therefore, the endomysium is a structure that envelops muscle fibers.",endomysium,Limited Scope,1,informal,inappropriate presumption,Reification,,Fallacy of Four Terms,(182) Circular Reasoning,Affirming the Consequent,Begging the Question,Affirming a Disjunct,
"Since medicants are used to treat diseases and they function by healing illness, therefore, medicants are effective because they cure diseases.",medicants,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Fallacy of the Undistributed Middle,Circular Reasoning,Affirming the Consequent,Circular Reasoning,Begging the Question,
"Since Alban is untrustworthy because he is not trustworthy, therefore, we cannot rely on Alban.",alban,Limited Scope,1,informal,inappropriate presumption,Circular Reasoning,,Circular Reasoning,Circular Reasoning,The type of fallacy in the given reasoning step is Circular Reasoning.,Circular Reasoning,Begging the Question,
"Since I cannot prove that cycle rickshaws exist on Mars and you cannot prove that they don't exist on Mars, therefore, cycle rickshaws must exist on Mars.",cycle rickshaw,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since I cannot prove that occlusive substances exist and you cannot disprove their existence, therefore, occlusive substances must exist.",occlusive,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since I can't prove that vadges exist and you can't prove that they don't exist, therefore, vadges must exist.",vadges,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
